294.00			6.44			5649.65
310.00			7.43			6393.28
326.00			6.43			6372.85
342.00			8.97			7297.42
184.00			9.14			4766.53
200.00			9.00			5375.56
216.00			8.28			5237.95
232.00			7.28			5217.52
248.00			9.16			5828.13
264.00			8.15			5807.69
280.00			9.15			6551.33
296.00			8.15			6530.90
312.00			9.15			7274.53
328.00			8.14			7254.10
344.00			10.69			8178.67
360.00			9.97			8041.06
229.00			8.89			4692.68
245.00			7.88			4672.25
261.00			9.42			5576.39
277.00			7.87			5395.45
293.00			8.91			5754.28
309.00			7.90			5733.85
325.00			8.90			6477.48
341.00			7.90			6457.05
357.00			8.89			7200.69
373.00			7.89			7180.25
389.00			10.43			8104.82
350.00			11.53			6866.83
366.00			10.33			6530.89
382.00			9.52			6825.96
398.00			8.81			6688.35
414.00			11.06			7730.10
430.00			10.35			7592.49
446.00			11.05			8453.31
462.00			10.34			8315.69
478.00			11.05			9176.51
494.00			10.33			9038.90
510.00			11.58			10060.21
526.00			11.87			9943.04
542.00			12.58			10803.85
397.00			11.28			6792.98
413.00			10.27			6772.55
429.00			11.27			7516.19
445.00			11.98			8377.00
461.00			11.30			7854.58
477.00			12.00			8715.39
493.00			11.29			8577.78
509.00			12.00			9438.60
525.00			11.28			9300.99
541.00			11.83			9461.49
557.00			12.82			10205.12
573.00			11.82			10184.69
336.00			11.11			6615.14
352.00			9.91			6279.20
368.00			9.10			6574.27
384.00			8.39			6436.66
400.00			10.64			7478.41
416.00			9.93			7340.80
432.00			10.64			8201.62
448.00			9.92			8064.00
464.00			10.63			8924.82
480.00			9.91			8787.21
496.00			11.16			9808.52
512.00			11.46			9691.35
528.00			12.16			10552.16
544.00			11.48			10029.74
399.00			9.85			6520.86
415.00			10.85			7264.50
431.00			11.56			8125.31
447.00			10.88			7602.89
463.00			11.59			8463.70
479.00			10.87			8326.09
495.00			11.58			9186.91
511.00			10.87			9049.30
527.00			11.41			9209.80
543.00			12.41			9953.43
559.00			11.40			9933.00
